,0,1,2,3,4,5,6,7
716,IRR1ATDM0101,N2,سرمايه گذاريها,فهرست اوليه,ATDX1,Atye Damavand-R,61399677811943715,ح . سرمايه‌ گذاري‌آتيه‌ دماوند
717,IRO1IDOC0001,N2,سرمايه گذاريها,فهرست اوليه,IDOC1,Iran Motorcycle,47841327496247362,سرمايه گذاري اعتبار ايران
718,IRR1IDOC0101,N2,سرمايه گذاريها,فهرست اوليه,IDOX1,Iran Motorcycle-R,7619581461589857,ح.سرمايه گذاري اعتبار ايران
719,IRO1ALBZ0001,N1,مواد و محصولات دارويي,تابلو اصلي,ALBZ1,Alborz Inv.,57944184894703821,سرمايه‌ گذاري‌ البرز(هلدينگ‌
720,IRR1ALBZ0101,N1,مواد و محصولات دارويي,تابلو اصلي,ALBX1,Alborz Inv.-R,38188825207508209,ح . سرمايه گذاري‌البرز(هلدينگ‌
721,IRO1OIMC0001,N1,شرکتهاي چند رشته اي صنعتي,تابلو اصلي,OIMC1,Omid Inv. Mng.,52232388263291380,گروه مديريت سرمايه گذاري اميد
722,IRR1OIMC0101,N1,شرکتهاي چند رشته اي صنعتي,تابلو اصلي,OIMX1,Omid Inv. Mng.-R,36293785932444419,ح.گروه مديريت سرمايه گذار اميد
723,IRO1BANS0001,N1,بانكها و موسسات اعتباري,تابلو اصلي,BANS1,Ansar Bank,49776615757150035,بانك انصار
724,IRR1BANS0101,N1,بانكها و موسسات اعتباري,تابلو اصلي,BNAX1,Ansar Bank-R,56271726572478068,ح.بانك انصار
725,IRO1LIRZ0001,N1,ساير واسطه گريهاي مالي,تابلو فرعي,LIRZ1,Iranian Lizing,3149396562827132,ليزينگ ايرانيان
726,IRO1BANK0001,N1,شرکتهاي چند رشته اي صنعتي,تابلو اصلي,BANK1,Bank Melli Inv.,48010225447410247,سرمايه گذاري گروه توسعه ملي
727,IRR1BANK0101,N1,شرکتهاي چند رشته اي صنعتي,تابلو اصلي,BANX1,Bank Melli Inv.-R,8279693426955446,ح. سرمايه گذاري گروه توسعه ملي
728,IRO1TSBE0001,N1,محصولات غذايي و آشاميدني به جز قند و شكر,تابلو اصلي,TSBE1,Behshahr Inv.,13937270451301973,توسعه‌ صنايع‌ بهشهر(هلدينگ
729,IRR1TSBE0101,N1,محصولات غذايي و آشاميدني به جز قند و شكر,تابلو اصلي,TSBX1,Behshahr Inv.-R,62275280734625819,ح . صنايع‌ بهشهر(هلدينگ
730,IRO1BSDR0001,N1,بانكها و موسسات اعتباري,تابلو اصلي,BSDR1,Saderat Bank,28320293733348826,بانك صادرات ايران
731,IRO1BMLT0001,N1,بانكها و موسسات اعتباري,تابلو اصلي,BMLT1,Mellat Bank,778253364357513,بانك ملت
732,IRR1BMLT0101,N1,بانكها و موسسات اعتباري,تابلو اصلي,BMLX1,Mellat Bank - R,25043059770705816,ح . بانك ملت
733,IRO1SBAH0001,N1,سرمايه گذاريها,تابلو اصلي,SBAH1,Bahman Inv.,18063426072758458,سرمايه‌گذاري‌بهمن‌
734,IRR1SBAH0101,N1,سرمايه گذاريها,تابلو اصلي,SBAX1,Bahman Inv.-R,58198007384583512,ح . سرمايه‌گذاري‌بهمن‌
735,IRO1BALI0001,N1,سرمايه گذاريها,تابلو فرعي,BALI1,Buali Inv.,28328710198554144,سرمايه‌گذاري‌بوعلي‌
736,IRR1BALI0101,N2,سرمايه گذاريها,فهرست اوليه,BALX1,Buali Inv.-R,23185568638908069,ح . سرمايه‌گذاري‌بوعلي‌
737,IRO1BIME0001,N1,سرمايه گذاريها,تابلو فرعي,BIME1,Insurance Inv.,11773403764702778,سرمايه‌ گذاري‌ صنعت‌ بيمه‌
738,IRR1BIME0101,N1,سرمايه گذاريها,تابلو فرعي,BIMX1,Insurance Inv.-R,59735609117437896,ح . سرمايه‌ گذاري‌ صنعت‌ بيمه‌
739,IRO1BPAR0001,N1,بانكها و موسسات اعتباري,تابلو اصلي,BPAR1,Parsian Bank,33293588228706998,بانك‌پارسيان‌
740,IRR1BPAR0101,N1,بانكها و موسسات اعتباري,تابلو اصلي,BPAX1,Parsian Bank-R,19853987870179776,ح . بانك‌پارسيان‌
741,IRO1BPAS0001,N1,بانكها و موسسات اعتباري,تابلو اصلي,BPAS1,Pasargad Bank,9536587154100457,بانك  پاسارگاد
742,IRR1BPAS0101,N1,بانكها و موسسات اعتباري,تابلو اصلي,BPSX1,Pasargad Bank -R,53374821490063799,ح.بانك پاسارگاد
743,IRO1PETR0001,N1,محصولات شيميايي,تابلو فرعي,PETR1,Petro. Inv.,59486059679335017,سرمايه‌گذاري صنايع پتروشيمي‌
744,IRR1PETR0101,N1,محصولات شيميايي,تابلو فرعي,PETX1,Petro. Inv.-R,31435545119454895,ح . سرمايه‌ گذاري‌ پتروشيمي‌
745,IRO1DARO0001,N1,مواد و محصولات دارويي,تابلو اصلي,DARO1,Daroupakhsh,7183333492448248,داروپخش‌ (هلدينگ‌
746,IRR1DARO0101,N1,مواد و محصولات دارويي,تابلو اصلي,DARX1,Daroupakhsh-R,67979306676078989,ح . داروپخش‌ (هلدينگ‌
747,IRO1BPST0001,N1,بانكها و موسسات اعتباري,تابلو فرعي,BPST1,Post Bank,22087269603540841,پست بانك ايران
748,IRO1BTEJ0001,N1,بانكها و موسسات اعتباري,تابلو اصلي,BTEJ1,Tejarat Bank,63917421733088077,بانك تجارت
749,IRR1BTEJ0101,N1,بانكها و موسسات اعتباري,تابلو اصلي,BTEX1,Tejarat Bank-R,57027493672958737,ح . بانك تجارت
750,IRO1TGOS0001,N2,انبوه سازي، املاك و مستغلات,فهرست اوليه,TGOS1,Toosgostar Inv.,68117765376081366,توسعه‌شهري‌توس‌گستر
751,IRR1TGOS0101,N2,انبوه سازي، املاك و مستغلات,تابلو فرعي,TGOX1,Toosgostar Inv.-R,46270513972980340,ح . توسعه‌شهري‌توس‌گستر
752,IRO1TMEL0001,N1,سرمايه گذاريها,تابلو فرعي,TMEL1,Tosee Melli Inv,17528249960294496,سرمايه‌گذاري‌توسعه‌ملي‌
753,IRR1TMEL0101,N1,سرمايه گذاريها,تابلو فرعي,TMEX1,Tosee Melli Inv-R,2362491091971813,ح . سرمايه‌گذاري‌توسعه‌ملي‌
754,IRO1TSHE0001,N1,ماشين آلات و تجهيزات,تابلو اصلي,TSHE1,Pars Tousheh,54676885047867737,سرمايه‌ گذاري‌ پارس‌ توشه‌
755,IRR1TSHE0101,N1,ماشين آلات و تجهيزات,تابلو اصلي,TSHX1,Pars Tousheh-R,63689155520282158,ح . سرمايه‌ گذاري‌ پارس‌ توشه‌
756,IRO1TOSA0001,N1,سرمايه گذاريها,تابلو اصلي,TOSA1,Iran Ind. Dev.,2944500421562364,گروه س توسعه صنعتي ايران
757,IRR1TOSA0101,N1,سرمايه گذاريها,تابلو اصلي,TOSX1,Iran Ind. Dev.-R,20278348345530119,ح. سرمايه‌گذاري توسعه‌صنعتي
758,IRO1TOKA0001,N1,فلزات اساسي,تابلو اصلي,TOKA1,Tukafoolad Inv.,47232550823972469,سرمايه‌گذاري‌توكافولاد(هلدينگ
759,IRR1TOKA0101,N1,فلزات اساسي,تابلو اصلي,TOKX1,Tukafoolad Inv.-R,25387056990464790,ح . ‌توكافولاد(هلدينگ‌
760,IRO1IKHR0001,N1,سرمايه گذاريها,تابلو اصلي,IKHR1,Kharazmy Invest,7395271748414592,سرمايه گذاري خوارزمي
761,IRR1IKHR0101,N1,سرمايه گذاريها,تابلو اصلي,IKHX1,Kharazmy Invest-R,27729386420118206,ح.سرمايه گذاري خوارزمي
762,IRO1BKHZ0001,N2,بانكها و موسسات اعتباري,فهرست اوليه,BKHZ1,Bank of M.E.,47333458678352378,بانك خاورميانه
763,IRR1BKHZ0101,N2,بانكها و موسسات اعتباري,فهرست اوليه,BKHX1,Bank of M.E.-R,25661711955019337,ح . بانك خاورميانه
764,IRO1RENA0001,N1,خودرو و ساخت قطعات,تابلو فرعي,RENA1,Rena Investment,7385624172574740,سرمايه‌گذاري‌ رنا(هلدينگ‌
765,IRR1RENA0101,N1,خودرو و ساخت قطعات,تابلو فرعي,RENX1,Rena Investment-R,55274159604040834,ح . سرمايه‌گذاري‌ رنا(هلدينگ‌
766,IRO1SSAP0001,N2,سرمايه گذاريها,فهرست اوليه,SSAP1,Saipa Inv.,37614886280396031,سرمايه‌گذاري‌ سايپا
767,IRR1SSAP0101,N2,سرمايه گذاريها,فهرست اوليه,SSAX1,Saipa Inv.-R,26643740599997035,ح . سرمايه‌گذاري‌ سايپا
768,IRO1SAKH0001,N1,انبوه سازي، املاك و مستغلات,تابلو اصلي,SAKH1,Iran Const. Inv,25514780181345713,سرمايه‌ گذاري‌ ساختمان‌ايران‌
769,IRR1SAKH0101,N1,انبوه سازي، املاك و مستغلات,تابلو اصلي,SAKX1,Iran Const. Inv-R,3679885359158219,ح . سرمايه‌ گذاري‌ ساختمان‌
770,IRO1SPAH0001,N1,سرمايه گذاريها,تابلو اصلي,SPAH1,Sepah Inv.,2328862017676109,سرمايه‌گذاري‌ سپه‌
771,IRR1SPAH0101,N1,سرمايه گذاريها,تابلو اصلي,SPAX1,Sepah Inv.-R,54287510798838485,ح . سرمايه‌گذاري‌ سپه‌
772,IRO1SDID0001,N2,فلزات اساسي,فهرست اوليه,SDID1,Sadid Group,61276682443262105,گروه‌صنعتي‌سديد(هلدينگ‌
773,IRR1SDID0101,N2,فلزات اساسي,فهرست اوليه,SDIX1,Sadid Group-R,17153727206566342,ح . گروه‌صنعتي‌سديد(هلدينگ‌
774,IRO1SKBV0001,N2,سرمايه گذاريها,فهرست اوليه,SKBV1,Banks Employees,11258722998911897,سرمايه گذاري نور كوثر ايرانيان
775,IRR1SKBV0101,N2,سرمايه گذاريها,فهرست اوليه,SKBX1,Banks Employees-R,5818838554339991,ح.سرمايه گذاري نوركوثرايرانيان
776,IRO1VSIN0001,N1,بانكها و موسسات اعتباري,تابلو فرعي,VSIN1,Sina Fin. Ins.,45050389997905274,بانك سينا
777,IRR1VSIN0101,N1,بانكها و موسسات اعتباري,تابلو فرعي,VSIX1,Sina Fin. Ins.-R,10814280156273322,ح . بانك سينا
778,IRO1GBEH0001,N1,سرمايه گذاريها,تابلو فرعي,GBEH1,Behshahr Group,46982154647719707,گروه‌صنايع‌بهشهرايران‌
779,IRR1GBEH0101,N1,سرمايه گذاريها,تابلو فرعي,GBEX1,Behshahr Group-R,15406006540387078,ح . ‌گروه‌صنايع‌بهشهرايران‌
780,IRO1SAND0001,N1,شرکتهاي چند رشته اي صنعتي,تابلو اصلي,SAND1,Pension Fund,37204371816016200,سرمايه‌گذاري‌صندوق‌بازنشستگي‌
781,IRR1SAND0101,N1,شرکتهاي چند رشته اي صنعتي,تابلو اصلي,SANX1,Pension Fund-R,39419948282087552,ح.سرمايه گذاري صندوق بازنشستگي
782,IRO1SNMA0001,N1,سرمايه گذاريها,تابلو اصلي,SNMA1,Ind. & Mine Inv,57309221039930244,سرمايه گذاري توسعه صنعت وتجارت
783,IRR1SNMA0101,N1,سرمايه گذاريها,تابلو اصلي,SNMX1,Ind. & Mine Inv-R,43740308126125261,ح . سرمايه‌ گذاري‌صنعت‌ ومعدن‌
784,IRO1GDIR0001,N1,شرکتهاي چند رشته اي صنعتي,تابلو اصلي,GDIR1,Ghadir Inv.,26014913469567886,سرمايه‌گذاري‌غدير(هلدينگ‌
785,IRR1GDIR0101,N1,شرکتهاي چند رشته اي صنعتي,تابلو اصلي,GDIX1,Ghadir Inv.-R,30756584974640550,ح . سرمايه‌گذاري‌غدير(هلدينگ‌
786,IRO1KRAF0001,N1,بانكها و موسسات اعتباري,تابلو اصلي,KRAF1,Karafarin Bank,47996917271187218,بانك‌ كارآفرين‌
787,IRR1KRAF0101,N1,بانكها و موسسات اعتباري,تابلو اصلي,KRAX1,Karafarin Bank-R,56772105873719945,ح . بانك‌ كارآفرين‌
788,IRO1LPRS0001,N2,ساير واسطه گريهاي مالي,فهرست اوليه,LPRS1,Parsian leasing,48241092863917835,ليزينگ پارسيان
789,IRO1RSAP0001,N1,ساير واسطه گريهاي مالي,تابلو اصلي,RSAP1,Rayan Saipa,45174198424472334,ليزينگ رايان‌ سايپا
790,IRR1RSAP0101,N1,ساير واسطه گريهاي مالي,تابلو اصلي,RSAX1,Rayan Saipa-R,59957747873181306,ح . ليزينگ رايان‌ سايپا
791,IRO1LSMD0001,N1,ساير واسطه گريهاي مالي,تابلو اصلي,LSMD1,Ind. & M. L.,71744682148776880,ليزينگ‌صنعت‌ومعدن‌
792,IRR1LSMD0101,N1,ساير واسطه گريهاي مالي,تابلو اصلي,LSMX1,Ind. & M. L.-R,19216138630342675,ح . ليزينگ‌صنعت‌ومعدن‌
793,IRO1LKGH0001,N1,ساير واسطه گريهاي مالي,تابلو فرعي,LKGH1,Ghadir Kh. L.,23086515493897579,ليزينگ‌خودروغدير
794,IRR1LKGH0101,N1,ساير واسطه گريهاي مالي,تابلو فرعي,LKGX1,Ghadir Kh. L.-R,59430351461797798,ح . ليزينگ‌خودروغدير
795,IRO1VLMT0001,N2,ساير واسطه گريهاي مالي,فهرست اوليه,VLMT1,Mellat Leasing,11403770140000603,واسپاري ملت
796,IRO1LZIN0001,N1,ساير واسطه گريهاي مالي,تابلو اصلي,LZIN1,Leasing Iran,20946530370469828,ليزينگ‌ايران‌
797,IRR1LZIN0101,N1,ساير واسطه گريهاي مالي,تابلو اصلي,LZIX1,Leasing Iran-R,34731841379388186,ح . ليزينگ‌ايران‌
798,IRO1MADN0001,N1,استخراج کانه هاي فلزي,تابلو اصلي,MADN1,Metals & Min.,58931793851445922,توسعه‌معادن‌وفلزات‌
799,IRR1MADN0101,N1,استخراج کانه هاي فلزي,تابلو اصلي,MADX1,Metals & Min.-R,66240430785255272,ح . توسعه‌معادن‌وفلزات‌
800,IRO1MOIN0001,N1,واسطه‌گري‌هاي مالي و پولي,تابلو فرعي,MOIN1,Moein Mellat Co,57498323844693360,سرمايه گذاري توسعه معين ملت
801,IRO1MELT0001,N2,سرمايه گذاريها,فهرست اوليه,MELT1,Melat Inv.,6626302649460766,سرمايه‌گذاري‌ملت‌
802,IRR1MELT0101,N2,سرمايه گذاريها,فهرست اوليه,MELX1,Melat Inv.-R,62074720294882247,ح . سرمايه‌گذاري‌ملت‌
803,IRO1GMEL0001,N2,دباغي، پرداخت چرم و ساخت انواع پاپوش,فهرست اوليه,GMEL1,Melli Ind. Grp.,41796741644273824,گروه‌ صنعتي‌ ملي‌ (هلدينگ‌
804,IRR1GMEL0101,N2,دباغي، پرداخت چرم و ساخت انواع پاپوش,فهرست اوليه,GMEX1,Melli Ind. Grp.-R,3852548583453231,ح . گروه‌ صنعتي‌ ملي‌ (هلدينگ‌
805,IRO1NAFT0001,N1,فراورده هاي نفتي، كك و سوخت هسته اي,تابلو اصلي,NAFT1,Oil Ind. Inv.,33931218652865616,سرمايه‌گذاري‌ صنعت‌ نفت‌
806,IRR1NAFT0101,N1,فراورده هاي نفتي، كك و سوخت هسته اي,تابلو اصلي,NAFX1,Oil Ind. Inv.-R,3893110467363738,ح . سرمايه‌گذاري‌ صنعت‌ نفت‌
807,IRO1NOVN0001,N1,بانكها و موسسات اعتباري,تابلو اصلي,NOVN1,EN Bank,47302318535715632,بانك‌اقتصادنوين‌
808,IRR1NOVN0101,N1,بانكها و موسسات اعتباري,تابلو اصلي,NOVX1,EN Bank-R,70657803623349012,ح . بانك‌اقتصادنوين‌
809,IRO1SNRO0001,N1,عرضه برق، گاز، بخاروآب گرم,تابلو فرعي,SNRO1,Nirou Inv.,62603302940123327,سرمايه‌گذاري‌نيرو
810,IRR1SNRO0101,N1,عرضه برق، گاز، بخاروآب گرم,تابلو فرعي,SNRX1,Nirou Inv.-R,59061939785593482,ح . سرمايه‌گذاري‌نيرو
811,IRO1NIKI0001,N1,سرمايه گذاريها,تابلو اصلي,NIKI1,Iran N. Inv.,25336820825905643,سرمايه‌گذاري‌ ملي‌ايران‌
812,IRR1NIKI0101,N1,سرمايه گذاريها,تابلو اصلي,NIKX1,Iran N. Inv.-R,26090464295830176,ح . سرمايه‌گذاري‌ ملي‌ايران‌
